City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
598,Kongsberg,NO,65.97,scattered clouds,59.6652,9.6465,"Quality Hotel Grand, Kongsberg"
599,Banda Aceh,ID,82.15,broken clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
600,Nabire,ID,75.99,light rain,-3.3667,135.4833,Hotel Nusantara I
601,Bubaque,GW,79.72,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
603,Ha Giang,VN,69.08,overcast clouds,22.8333,104.9833,Truong Xuan Resort
608,Xuddur,SO,81.86,overcast clouds,4.1213,43.8894,Banjanay Hotel
610,Bangassou,CF,82.22,broken clouds,4.7413,22.8184,
612,Barranca,PE,66.74,broken clouds,-10.75,-77.7667,El Olivar Hospedaje
613,Domoni,KM,79.18,few clouds,-12.2569,44.5319,Al Djadid
614,Mwinilunga,ZM,64.74,clear sky,-11.7358,24.4293,Kwakuwahi Lodge
615,Saint-Francois,FR,74.64,broken clouds,46.4154,3.9054,Manoir Du Bonheur
618,Shenjiamen,CN,61.47,overcast clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
620,Luwuk,ID,79.59,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
622,Tiarei,PF,75.22,light rain,-17.5333,-149.3333,Le Rocher de Tahiti
624,Huainan,CN,62.65,overcast clouds,32.6264,116.9969,GME Huainan Tianjiaan District Chaoyang East Road Hotel
625,Ginda,IN,69.21,clear sky,30.6945,78.4932,Sunil Bisht
626,Hambantota,LK,75.54,scattered clouds,6.1241,81.1185,Bungalow 63
627,Astana,KZ,67.95,scattered clouds,51.1801,71.446,King Hotel Astana
629,Andros Town,BS,82.36,clear sky,24.7,-77.7667,Hanks place
630,Santa Cruz De Tenerife,ES,76.6,clear sky,28.4682,-16.2546,Hotel Silken Atlántida Santa Cruz
631,San Joaquin,US,76.53,clear sky,37.9333,-121.3011,University Plaza Waterfront Hotel
632,Kinsale,IE,60.17,broken clouds,51.7075,-8.5306,Actons Hotel Kinsale
633,Ratnapura,LK,75.67,broken clouds,6.6828,80.3992,Hotel Helenium
634,Dolakovo,RU,71.46,broken clouds,43.235,44.5917,
635,Karratha,AU,76.64,clear sky,-20.7377,116.8463,ibis Styles Karratha
636,Batemans Bay,AU,60.1,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
637,Robertsport,LR,84.04,moderate rain,6.7533,-11.3686,Kwepunha Retreat
640,Palmer,US,74.21,overcast clouds,42.1584,-72.3287,Wedgewood Motel
641,Vrbove,SK,76.87,clear sky,48.6197,17.7226,Chateau Krakovany
642,Huilong,CN,64.92,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
643,Panikian,PH,80.31,overcast clouds,7.0107,126.0242,Blue Ivy Farm and Resort
644,Iquitos,PE,82.44,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
645,Am Timan,TD,81.88,overcast clouds,11.0297,20.2827,Palais du chef Canton Salamt
647,Veraval,IN,84.16,clear sky,20.9,70.3667,Lords Inn Somnath
648,Potomac,US,78.39,overcast clouds,39.0182,-77.2086,William F. Bolger Center
649,Macau,MO,71.33,broken clouds,22.2006,113.5461,Grand Emperor Hotel
652,Bowen,AU,71.98,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
653,Winsum,NL,75.09,overcast clouds,53.33,6.5208,Tuinhuis
654,Sassandra,CI,84.06,broken clouds,4.95,-6.0833,la terrasse
656,Mananjary,MG,71.56,clear sky,-21.2167,48.3333,Vahiny Lodge
657,Kota Bahru,MY,80.55,thunderstorm with light rain,6.1333,102.2386,Grand Riverview Hotel
658,Gambela,ET,72.41,moderate rain,8.25,34.5833,Solomon Debebe Hotel
659,Nador,MA,78.87,few clouds,35.174,-2.9287,Hôtel La Giralda
661,Newport,GB,62.62,light rain,51.5877,-2.9984,ibis budget Newport
663,Ulefoss,NO,67.64,scattered clouds,59.2838,9.2646,Ulefoss Brygge - Bobilparkering
665,Ibirama,BR,79.32,overcast clouds,-27.0569,-49.5178,Hotel Soralete - Grupo Rosablue
667,Ndele,CF,84.27,overcast clouds,8.4109,20.6473,
671,Faya,SA,80.71,clear sky,18.3851,42.4509,املاك خالد الشعشوع
672,San Policarpo,PH,80.46,overcast clouds,12.1791,125.5072,Agapita M. Nicart
673,Tapalpa,MX,76.8,few clouds,19.95,-103.7667,Cabañas Monterra Tapalpa
674,Huron,US,76.96,scattered clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
675,Victoria Point,AU,72.45,clear sky,-27.5833,153.3,Bay Retreat Motel
678,Samarai,PG,79.88,clear sky,-10.6167,150.6667,Nuli Sapi
679,Muzaffarabad,PK,77.9,scattered clouds,34.37,73.4711,Pearl Continental Muzaffarabad
681,Ambilobe,MG,73.27,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
682,Morgan City,US,82.99,scattered clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
683,Eydhafushi,MV,83.71,overcast clouds,5.1033,73.0708,Soneva Fushi
684,Sayan,PE,76.69,broken clouds,-11.1361,-77.1933,Hotel Restaurant Vanessa
